Num,Question,RelatedTags,Answer
601,Hunting probably only really started being a logistically possible thing for them once they began to befriend groups of Pokemon like Growlithe/Arcanine.,"['Arcanine', 'Growlithe', 'Wild Pokemon']","Yep, hunting would be possible but it still runs the risk of making the wild pokemon outright hostile, which makes life much more difficult."
602,"Would Pokémon hunt humans, then?","['Pokemon Behaviour', 'Sneasel', 'Wild Pokemon']","Yep, absolutely. Not all, but there are plenty of crueler species like Sneasel who’d happily hunt a human, if only for the sport."
603,On the appearance of Jon and Amelia.,"['Amelia', 'Jonathan', 'Meta']","So for Jon, I always imagined him as a short, stocky kid. Not chubby but kind of burly and bulky. Plain brown hair, and that’s about as much as I’ve thought of his actual appearance haha. His personality is most what I think about.

Amelia’s in the same boat where I don’t really think about what she looks like other than medium length brown hair. Guess she would probably end up looking similar to Leaf."
604,On the difference between Bruno’s early and current chapter’s strength.,"['Ash', 'Bruno', 'Elite Four', 'Meta']","But yeah, Bruno has bad luck to be the first Elite Four member to appear and one when I hadn’t 100% settled into the power levels. Glad I built at least some excuses in for Ash’s luck there."
605,Can anyone think of a named character in Traveler who has a Ponyta or Rapidash?,"['Neesha', 'Ponyta', 'Rapidash']",I’m pretty sure Neesha will have a Rapidash - I tried to include the whole team.
606,On the advantages of Ash working for the League.,"['Ash', 'League', 'Meta']",One perk of working so closely with the League is that Ash has specially trained support mons to save him (and me) the trouble of managing an additional teammate.
607,would it be possible for Dazed to use a liquid as a foci if it was viscous enough? Are foci best when homogenous?,"['Dazed', 'Psychic type']","I don’t think the foci actually do anything themselves. I think of them purely as a mental tool to help psychics focus and retain clarity of thought - something to center themselves around, I suppose. Theoretically, anything could be used as a foci. I think metal, crystal, and stone tend to be favored because they are difficult to damage, and the shine of metal and crystal catches the eye...plus, some psychics might just think it looks pretty. I imagine they get a massive personal attachment to their foci."
608,Do we know anything about farming in the Traveler verse?,"['Grass type', 'Ground type', 'Meta', 'Technology', 'Water type', 'Wild Pokemon']","What was the farming question again?

For a general answer, farming is still very much an important part of the Pokémon world. I imagine it would be based primarily around cities and towns due to the danger a single angry wild Pokémon could pose. Better to have it in a fortified area. Less important these days but I can’t imagine too many have been created in the wilderness. Teleportation makes it possible logistically, but it’s easier to continue developing in the same area.

I’m imagining less technology than in our world (although it’s still very heavily used) and a large reliance on Pokémon. Ground-types, grass-types, and water-types especially would be invaluable."
609,On the existence of normal animals.,['Meta'],"Yep, anything too complex would just be instantly outcompeted. You have bacteria, plants, fungi, protists, etc but normal animals just can’t survive in a world filled with Pokémon for the most part. I imagine some small insects exist, but it’s not something I’ll address in story."
610,On Galar.,['Galar'],"I see Galar as being more restrictive. They’re pretty isolationist, and as a result it’s easy to be a big fish in a small pond."
611,The origin of the cape of the drake of the Wataru clan?,"['Dragonite', 'Wataru Clan']","Yep, basically it’s just a status symbol... plus it looks cool and very dramatic when you’re flying on a Dragonite.

Honestly, any product from a Pokémon would be a massive status symbol. Even a weak Pokémon is basically the equivalent of hunting a sapient lion.

Just ridiculously tough and strong even without taking into account elemental abilities."
612,"Does a Zoroark’s illusions show up on a digital camera, or does it just fool organic lifeforms?","['Psychic type', 'Zoroark']","I can’t speak for canon, but in Traveler at least I have them as actual physical illusions while a psychic’s illusions are limited to the mind."
613,Are there any rules in the league that regulate people using family members or other people's pokemon to just sweep through gym challenges or low level tournaments?,"['League', 'Meta', 'Pokemon Trainer']","Yep. It’s handled pretty much on a case by case basis, but generally transferring a Pokémon over to a family member or friend (or anyone really) comes with some heavy stipulations on entering competitions. It’s pretty rare for the most part because most Pokémon wouldn’t agree with it, although there are exceptions.

And by that I mean it’s a totally different situation for a Pokémon to go off with a friend or family member of their trainer for protection or security purposes than “Oh, he needs to sweep this tournament real quick!”"
614,On Ash’s future durability.,['Ash'],"Ash will definitely become more adept over time, but I want him to always stay a squishy human haha."
615,On where Cynthia was raised.,"['Celestic Town', 'Cynthia']","Plus she grew up in Celestic Town, which is full of all kinds of lore."
616,Who was the one pushing for the S.S Anne?,"['Giovanni', 'League', 'S.S. Anne']","I can imagine Giovanni supporting it, but it overall being a bit of a pet project for the League - more of a situation he took advantage of than one he engineered.

The Anne was already a thing, but I imagined they partnered up with the League."
617,Do ghosts need sleep? Or is it only pokemon with insomnia that don't?,"['Ghost type', 'Insomnia', 'Pokemon Biology']","I imagine ghosts don’t need actual sleep for the most part, although they do require rest to heal."
618,"Are nightmares technically infused with distortion within Traveler due to their connection with Darkrai? If so, is this why nightmares tend to cause problems for most Hypno, much like how Dusknoir prevented her using her powers for so long?","['Concept', 'Darkrai', 'Distortion', 'Dusknoir', 'Hypno', 'Legendary Pokemon']","I love that and that’s a brilliant thought I never considered! Unfortunately I have to say no, if only because I have the nightmares causing stress in Hypno mostly because of a psychic phenomena where they encounter the same feelings of stress, anxiety, and fear from nightmares as the source of the nightmare would. I currently have Darkrai’s influence over nightmares more of a side effect of its nature than as its Concept of that makes sense."
